"3rd & College, 1953","Tulsa (Okla.) -- History","Looking north from East 3rd Street and South College Avenue on November 14, 1953.","Tulsa City-County Library",11/14/1953,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society and the generosity of Tulsa World/Lorton Family Chester Cadieux the Rotary Club of Tulsa and many other community-minded corporations, institutions and individuals.","Accession #A1754",,"modified","East 3rd Street and South College Avenue","included","A1754.jpg",5/5/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,98",98,"99.jpg","/p15020coll1/image/99.jpg",36.1563039,-95.946132
"3rd & Denver, 1950","Tulsa (Okla.) -- History","West 3rd Street and South Denver Avenue looking south in 1950. Businesses that can be seen include Tulsa Seat Cover Center, Consumers Service Station, White Tower Restaurant, Tulsa Business College,  Alpine Motel,  KRMG Radio (located in the Akdar Building), and Blue Cross & Blue Shield. The building under construction next to the oil derrick is the downtown YMCA.","Tulsa City-County Library",1950,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society and the generosity of Tulsa World/Lorton Family Chester Cadieux the Rotary Club of Tulsa and many other community-minded corporations, institutions and individuals.","Accession #A0138",,"modified","West 3rd Street and South Denver Avenue","included","A0138.jpg",5/5/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,103",103,"104.jpg","/p15020coll1/image/104.jpg",36.152166,-95.994619
"3rd & Frankfort: Veale Electric Company.","Tulsa (Okla.) -- History","Veale Electric Company on the northwest corner of East 3rd Street and South Frankfort Avenue.","Tulsa City-County Library",,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society and the generosity of Tulsa World/Lorton Family Chester Cadieux the Rotary Club of Tulsa and many other community-minded corporations, institutions and individuals.","Accession #B1342","verified","modified","East 3rd Street and South Frankfort Avenue","included","B1342.jpg",5/5/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,112",112,"113.jpg","/p15020coll1/image/113.jpg",36.1554952,-95.9851558
"4th & Boston","Tulsa (Okla.) -- History","Looking at the southwest corner of East 4th Street and South Boston Avenue. Pioneer Telephone Company Building, right on the corner, then the Orpheum Theater, Tulsa Savings & Loan, and the Hunt Building (occupied by the Brown-Dunkin Company).","Tulsa City-County Library",,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society and the generosity of Tulsa World/Lorton Family Chester Cadieux the Rotary Club of Tulsa and many other community-minded corporations, institutions and individuals.","Accession #C1586",,,"East 4th Street and South Boston Avenue.","included","C1586.jpg",5/5/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,157",157,"158.jpg","/p15020coll1/image/158.jpg",36.1528321,-95.9894452
"4th & Main: First National Bank Building","Tulsa (Okla.) -- History","Located on the northeast corner of East 4th Street and South Main Street, the First National Bank Building (Reunion Center) was built in 1919.","Tulsa City-County Library",,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society and the generosity of Tulsa World/Lorton Family Chester Cadieux the Rotary Club of Tulsa and many other community-minded corporations, institutions and individuals.","Accession #B4235","verified","modified","East 4th Street and South Main Street","included","B4235.jpg",5/5/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,159",159,"160.jpg","/p15020coll1/image/160.jpg",36.1524155,-95.9905672
"4th & Frankfort, 1938","Tulsa (Okla.) -- History","The northwest corner of East 4th Street and South Frankfort Avenue in 1938. The police station can be seen on the very far left. The corner structure was occupied by a variety of businesses including Mid West Printing Co, Steel-Flex Piston Rings, an alteration shop, appliance sales shop, and a neighborhood bar.","Tulsa City-County Library",1938,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society and the generosity of Tulsa World/Lorton Family Chester Cadieux the Rotary Club of Tulsa and many other community-minded corporations, institutions and individuals.","Accession #A0582",,,"East 4th Street and South Frankfort Avenue","included","A0582.jpg",5/5/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,173",173,"174.jpg","/p15020coll1/image/174.jpg",36.1545012,-95.9846598
"4th & Kenosha, 1951","Tulsa (Okla.) -- History","Looking west on downtown Tulsa from East 4th Street and South Kenosha Avenue on 05/02/1951.","Tulsa City-County Library",5/2/1951,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society and the generosity of Tulsa World/Lorton Family Chester Cadieux the Rotary Club of Tulsa and many other community-minded corporations, institutions and individuals.","Accession #B0619","verified","modified","East 4th Street and South Kenosha Avenue","included","B0619.jpg",5/5/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,179",179,"180.jpg","/p15020coll1/image/180.jpg",36.1553646,-95.9822117
"5th & Main, circa 1923","Tulsa (Okla.) -- History","Looking east on East 5th Street at South Main Street. The Sinclair Oil Building is on the right, and the McFarlin Building is on the left.","Tulsa City-County Library",1923,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society, and the generosity of Tulsa World/Lorton Family, Chester Cadieux, the Rotary Club of Tulsa, and many other community-minded corporations, institutions, and individuals.","Accession  #C1675","verified","modified","East 5th Street and South Main Street","included","C1675.jpg",5/6/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,226",226,"227.jpg","/p15020coll1/image/227.jpg",36.151466,-95.990051
"6th & Boulder, 1915","Tulsa (Okla.) -- History","Looking south on the west side of Boulder Avenue from 6th Street in 1915.","Tulsa City-County Library",1915,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society and the generosity of Tulsa World/Lorton Family Chester Cadieux the Rotary Club of Tulsa and many other community-minded corporations, institutions and individua","Accession #C1830",,,"S Boulder Ave & W 6th St","included","C1830.jpg",5/6/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,248",248,"249.jpg","/p15020coll1/image/249.jpg",36.1500665,-95.9907869
"6th & Cheyenne","Tulsa (Okla.) -- History","Residence at West 6th Street and South Cheyenne Avenue.","Tulsa City-County Library",,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society, and the generosity of Tulsa World/Lorton Family, Chester Cadieux, the Rotary Club of Tulsa, and many other Community-minded Corporations, institutions, and individuals.","Accession #A0728",,,"West 6th Street and South Cheyenne Avenue","included","A0728.jpg",5/6/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,250",250,"251.jpg","/p15020coll1/image/251.jpg",36.1497101,-95.9919255
"6th & Main: Atco Building","Tulsa (Okla.) -- History","Atco Building on the northeast corner of East 6th Street and South Main Street.","Tulsa City-County Library",,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.",,"Accession #B4229",,"modified","East 6th Street and South Main Street","included","B4229.jpg",5/6/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,260",260,"261.jpg","/p15020coll1/image/261.jpg",36.1504956,-95.9895626
"6th & Main: Public Service Company Building","Tulsa (Okla.) -- History","Public Service Company of Oklahoma Building on the southwest corner of West 6th Street and South Main Street.","Tulsa City-County Library",,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society, and the generosity of Tulsa World/Lorton Family, Chester Cadieux, the Rotary Club of Tulsa, and many other community-minded corporations, institutions and individuals.","Accession #B4800","verified","modified","West 6th Street and South Main Street","included","B4800.jpg",5/6/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,261",261,"262.jpg","/p15020coll1/image/262.jpg",36.1504956,-95.9895626
"6th & Peoria, 1954","Tulsa (Okla.) -- History","East 6th Street and South Peoria Avenue on 10/05/1954.","Tulsa City-County Library",10/5/1954,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society."," Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society, and the generosity of Tulsa World/Lorton Family, Chester Cadieux, the Rotary Club of Tulsa, and many other community-minded corporations, institutions, and individuals.","Accession #B1349","verified","modified","East 6th Street and South Peoria Avenue","included","B1349.jpg",5/6/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,262",262,"263.jpg","/p15020coll1/image/263.jpg",36.1521557,-95.975594
"6th & Wheeling: Trophy Beer, 1953","Tulsa (Okla.) -- History; Buildings","Trophy Beer Distributors building at East 6th Street and South Wheeling Avenue on 11/09/1953.","Tulsa City-County Library",11/9/1953,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society, and the generosity of Tulsa World/Lorton Family, Chester Cadieux, the Rotary Club of Tulsa, and many other community-minded corporations, institutions, and individuals.","Accession #B0275",,"modified","East 6th Street and South Wheeling Avenue","included","B0275.jpg",5/6/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,267",267,"268.jpg","/p15020coll1/image/268.jpg",36.152081,-95.9646923
"6th & Wheeling, 1951","Tulsa (Okla.) -- History","Looking west at East 6th Street and South Wheeling Avenue on May 2, 1951.","Tulsa City-County Library",5/2/1951,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society, and the generosity of Tulsa World/Lorton Family, Chester Cadieux, the Rotary Club of Tulsa, and many other community-minded corporations, institutions, and individuals.","Accession #A1785","verified","modified","East 6th Street and South Wheeling Avenue","included","A1785.jpg",5/6/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,268",268,"269.jpg","/p15020coll1/image/269.jpg",36.152081,-95.9646923
"6th & Wheeling, 1953","Tulsa (Okla.) -- History; Buildings","East 6th Street and South Wheeling Avenue, 11/09/1953.","Tulsa City-County Library",11/9/1953,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society, and the generosity of Tulsa World/Lorton Family, Chester Cadieux, the Rotary Club of Tulsa, and many other community-minded corporations, institutions, and individuals.","Accession  #B0276",,"modified","East 6th Street and South Wheeling Avenue","included","B0276.jpg",5/6/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,270",270,"271.jpg","/p15020coll1/image/271.jpg",36.152081,-95.9646923
"7th & Boston, circa 1925","Tulsa (Okla.) -- History","Located at 710 South Boston Avenue, the Masonic Temple circa 1925. The ground level was occupied by Monk's Drugstore, Norge (appliance store), a hat shop, Michaelis No. 2 Cafeteria, and Modern Cleaners. Ford Bridges Dentistry was one of the businesses on the second floor. The motorcycle parked in the front was used to make the drugstore deliveries.","Tulsa City-County Library",1925,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society, and the generosity of Tulsa World/Lorton Family, Chester Cadieux, the Rotary Club of Tulsa, and many other community-minded corporations, institutions, and individuals.","Accession #A1607","verified","modified","East 7th Street and South Boston Avenue","included","A1607.jpg",5/6/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,272",272,"273.jpg","/p15020coll1/image/273.jpg",36.1499525,-95.9879188
"10th & Boston, 1950","Tulsa (Okla.) -- History","Looking south from East 10th Street and South Boston Avenue in 1950. Dodge & Plymouth Sales & Service, owned by Parrish and Clark, can be seen on the right.","Tulsa City-County Library",1950,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society, and the generosity of Tulsa World/Lorton Family, Chester Cadieux, the Rotary Club of Tulsa, and many other community-minded corporations, institutions, and individuals.","Accession #A0806",,,"S Boston Ave & E 10th St","included","A0806.jpg",5/6/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,304",304,"305.jpg","/p15020coll1/image/305.jpg",36.1470628,-95.9863115
"10th & Boston, 1956","Tulsa (Okla.) -- History 10th Street; Boston Avenue; Buildings","Intersection at East 10th Street and South Boston Avenue. Parrish and Clark Dodge & Plymouth Sales were located at this intersection.","Tulsa City-County Library",2/26/1956,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society, and the generosity of Tulsa World/Lorton Family, Chester Cadieux, the Rotary Club of Tulsa, and many other community-minded corporations, institutions, and individuals.","Accession #B2012",,,"S Boston Ave & E 10th St","included","B2012.jpg",5/6/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,305",305,"306.jpg","/p15020coll1/image/306.jpg",36.1470628,-95.9863115
"10th & Boston, 1956","Tulsa (Okla.) -- History; Buildings","Intersection of East 10th Street & South Boston Avenue. Parrish and Clark Dodge & Plymouth Sales and Service and Fred Jones Ford, Mercury, and Lincoln are pictured.","Tulsa City-County Library",2/26/1956,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society, and the generosity of Tulsa World/Lorton Family, Chester Cadieux, the Rotary Club of Tulsa, and many other community-minded corporations, institutions, and individuals.","Accession #B2013",,,"S Boston Ave & E 10th St","included","B2013.jpg",5/6/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,306",306,"307.jpg","/p15020coll1/image/307.jpg",36.1470628,-95.9863115
"10th & Boston: Bishop's Cafe","Tulsa (Okla.) -- History","Bishop's Cafe located on the southwest corner of East 10th Street and South Boston Avenue.","Tulsa City-County Library",,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society, and the generosity of Tulsa World/Lorton Family, Chester Cadieux, the Rotary Club of Tulsa, and many other community-minded corporations, institutions, and individuals.","Accession #B1360",,,"S Boston Ave & E 10th St","included",,5/6/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,307",307,"308.jpg","/p15020coll1/image/308.jpg",36.1470628,-95.9863115
"11th & Elgin: Shamrock Lodge","Tulsa (Okla.) -- History","Shamrock Lodge on the southeast corner of East 11th Street (Route 66) and South Elgin Avenue.","Tulsa City-County Library",,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society, and the generosity of Tulsa World/Lorton Family, Chester Cadieux, the Rotary Club of Tulsa, and many other community-minded corporations, institutions, and individuals.","Accession #B4214",,,"East 11th Street and South Elgin Avenue","included","B4214.jpg",5/6/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,330",330,"331.jpg","/p15020coll1/image/331.jpg",36.1521534,-95.9848438
"11th & Lewis","Tulsa (Okla.) -- History","East 11th Street and South Lewis Avenue, looking east.","Tulsa City-County Library",,"Ford, Beryl","You are free to distribute this photo provided the content is left unchanged. Photo credit should be given to the Beryl Ford Collection/Rotary Club of Tulsa, Tulsa City-County Library and Tulsa Historical Society.","Preservation and archiving of this significant Tulsa treasure of photographs and artifacts was made possible through the Tulsa City-County Library and the Tulsa Historical Society, and the generosity of Tulsa World/Lorton Family, Chester Cadieux, the Rotary Club of Tulsa, and many other community-minded corporations, institutions, and individuals.","Accession #B0278",,"modified","East 11th Street and South Lewis Avenue","included","B0278.jpg",5/6/2009,2/16/2012,"http://server16063.contentdm.oclc.org/u?/p15020coll1,334",334,"335.jpg","/p15020coll1/image/335.jpg",36.147789,-95.9581852
